GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSMUSG00000023007	261	352	287	563	102	120	106	92
ENSMUSG00000023008	80	27	62	93	4	8	4	9
ENSMUSG00000023009	40	79	55	53	7	7	10	9
ENSMUSG00000023010	618	950	980	596	152	194	158	157
ENSMUSG00000023011	86	43	64	51	5	11	10	2
ENSMUSG00000023013	42	28	35	54	10	10	6	4
ENSMUSG00000023015	1616	871	2560	2103	147	197	241	322
ENSMUSG00000023017	112	148	147	124	38	30	29	22
ENSMUSG00000023018	48	53	50	77	10	11	15	8
ENSMUSG00000023019	273	465	233	149	37	35	41	19
ENSMUSG00000023020	3	6	6	3	0	1	1	2
ENSMUSG00000023021	338	383	278	278	35	24	52	16
ENSMUSG00000023022	875	704	1293	1314	74	79	94	75
ENSMUSG00000023025	20	17	13	8	0	2	5	1
ENSMUSG00000023026	521	748	409	387	81	47	86	37
ENSMUSG00000023027	48	37	20	9	1	4	1	0
ENSMUSG00000023030	92	72	55	76	10	4	8	3
ENSMUSG00000023031	445	370	327	355	37	39	34	31
ENSMUSG00000023032	171	217	140	168	19	14	13	9
ENSMUSG00000023033	603	374	689	832	53	91	112	75
ENSMUSG00000023034	97	101	76	145	12	10	11	0
ENSMUSG00000023036	77	101	37	32	17	12	13	6
ENSMUSG00000023039	50	39	62	37	18	6	5	6
ENSMUSG00000023041	118	64	266	127	7	7	21	16
ENSMUSG00000023043	52	39	29	40	5	0	2	4
ENSMUSG00000023044	190	258	559	318	4	14	20	18
ENSMUSG00000023045	28	37	64	57	6	6	0	8
ENSMUSG00000023046	247	118	384	291	13	18	33	13
ENSMUSG00000023047	632	917	506	761	155	66	35	37
ENSMUSG00000023048	200	98	213	171	25	19	24	8
ENSMUSG00000023050	169	240	208	119	27	18	4	6
ENSMUSG00000023051	541	430	131	131	66	43	23	10
ENSMUSG00000023052	83	81	113	57	19	18	14	23
ENSMUSG00000023055	277	136	170	96	20	56	72	44
ENSMUSG00000023057	340	265	258	300	36	46	57	50
ENSMUSG00000023064	60	103	114	51	4	4	24	22
ENSMUSG00000023066	53	110	67	103	4	4	17	4
ENSMUSG00000023067	160	145	215	237	20	21	31	47
ENSMUSG00000023068	93	139	188	157	29	36	40	67
ENSMUSG00000023070	62	39	52	73	24	3	14	8
ENSMUSG00000023072	71	67	26	31	5	8	10	3
ENSMUSG00000023073	346	280	393	138	19	30	30	19
ENSMUSG00000023074	115	96	114	120	16	7	4	11
ENSMUSG00000023075	159	123	125	111	34	33	25	19
ENSMUSG00000023078	27	48	34	55	6	3	1	2
ENSMUSG00000023079	181	109	195	86	20	49	9	29
ENSMUSG00000023083	57	56	90	48	12	7	3	5
ENSMUSG00000023084	35	61	40	52	2	1	1	2
ENSMUSG00000023087	554	386	149	314	65	73	39	33
ENSMUSG00000023088	26	42	73	80	9	13	10	14
ENSMUSG00000023089	369	198	241	430	56	64	190	122
ENSMUSG00000023092	317	272	285	415	80	55	47	20
ENSMUSG00000023093	171	407	257	280	34	23	34	59
ENSMUSG00000023094	266	245	320	266	7	21	11	16
ENSMUSG00000023104	172	131	98	127	12	27	27	35
ENSMUSG00000023106	127	68	23	20	22	34	25	22
ENSMUSG00000023110	1197	790	668	348	66	35	71	80
ENSMUSG00000023118	276	204	317	348	30	50	14	55
ENSMUSG00000023120	53	99	45	62	10	6	11	10
ENSMUSG00000023122	27	35	26	32	10	14	3	6
ENSMUSG00000023132	224	459	368	237	29	12	20	18
ENSMUSG00000023140	85	89	51	71	14	17	9	26
ENSMUSG00000023143	85	83	83	85	0	4	0	0
ENSMUSG00000023147	85	56	65	100	9	11	33	37
ENSMUSG00000023150	22	30	18	10	0	1	1	2
ENSMUSG00000023151	205	232	193	216	22	55	40	48
ENSMUSG00000023153	67	126	69	49	19	7	14	18
ENSMUSG00000023156	107	108	257	118	20	21	5	17
ENSMUSG00000023159	236	128	122	163	30	32	39	28
ENSMUSG00000023165	107	96	43	37	51	46	15	5
ENSMUSG00000023169	42	54	43	61	12	5	6	6
ENSMUSG00000023170	20	12	38	34	3	1	12	2
ENSMUSG00000023175	312	304	604	424	31	64	47	30
ENSMUSG00000023176	195	344	169	198	33	37	22	40
ENSMUSG00000023185	130	170	135	59	30	13	14	16
ENSMUSG00000023186	62	41	17	33	7	6	4	13
ENSMUSG00000023191	1015	1116	957	587	70	129	73	130
ENSMUSG00000023192	249	137	168	222	42	50	13	18
ENSMUSG00000023206	130	184	129	102	104	84	77	41
ENSMUSG00000023210	42	47	45	44	5	11	9	8
ENSMUSG00000023216	138	106	95	120	4	6	7	16
ENSMUSG00000023224	115	137	203	133	31	36	29	28
ENSMUSG00000023232	247	129	187	228	39	20	26	16
ENSMUSG00000023235	42	76	86	43	13	11	3	7
ENSMUSG00000023236	321	166	109	158	22	15	7	12
ENSMUSG00000023243	140	134	67	75	7	7	11	9
ENSMUSG00000023247	106	126	57	82	38	35	24	38
ENSMUSG00000023249	477	150	359	322	62	62	106	46
ENSMUSG00000023257	554	900	529	818	67	114	59	73
ENSMUSG00000023259	65	53	53	85	11	14	1	4
ENSMUSG00000023262	65	27	24	48	2	1	4	4
ENSMUSG00000023263	255	152	204	181	28	29	7	12
ENSMUSG00000023266	14	14	25	8	1	2	0	0
ENSMUSG00000023267	87	32	42	59	5	4	2	13
ENSMUSG00000023272	23	17	9	13	2	0	3	6
ENSMUSG00000023274	21	41	61	47	4	15	1	2
ENSMUSG00000023277	455	283	379	379	32	23	21	19
ENSMUSG00000023279	242	146	144	176	15	5	10	11
ENSMUSG00000023284	189	105	83	209	13	25	12	5
ENSMUSG00000023286	358	512	114	149	80	96	63	54
ENSMUSG00000023289	150	200	220	179	11	7	1	11
ENSMUSG00000023307	11	27	27	51	1	1	2	3
ENSMUSG00000023328	175	192	211	141	22	16	9	6
ENSMUSG00000023330	267	252	302	219	33	24	12	38
ENSMUSG00000023333	98	68	35	28	17	24	12	23
ENSMUSG00000023336	128	62	59	120	9	17	8	16
ENSMUSG00000023341	98	66	80	71	8	12	8	4
ENSMUSG00000023345	205	290	192	152	21	12	43	26
ENSMUSG00000023348	143	168	168	145	11	12	16	12
ENSMUSG00000023349	21	15	17	20	5	7	2	3
ENSMUSG00000023350	270	397	301	159	25	25	37	11
ENSMUSG00000023353	81	180	100	58	4	8	19	5
ENSMUSG00000023367	61	98	117	124	20	13	10	8
ENSMUSG00000023387	130	151	244	324	52	63	20	52
ENSMUSG00000023391	274	106	191	184	33	17	9	15
ENSMUSG00000023393	562	415	1037	748	165	72	91	35
ENSMUSG00000023403	464	377	565	415	29	80	23	17
ENSMUSG00000023411	47	71	55	48	4	4	1	1
ENSMUSG00000023433	112	61	132	72	15	19	33	24
ENSMUSG00000023439	152	99	100	120	16	23	27	9
ENSMUSG00000023443	13	14	16	14	2	1	1	0
ENSMUSG00000023452	81	105	115	85	10	4	12	3
ENSMUSG00000023456	41	65	68	64	11	5	18	14
ENSMUSG00000023460	9	20	10	21	0	2	0	0
ENSMUSG00000023467	78	71	224	149	3	14	16	22
ENSMUSG00000023473	266	136	776	304	72	52	120	222
ENSMUSG00000023484	101	41	34	26	12	9	3	9
ENSMUSG00000023495	202	166	157	217	16	25	12	23
ENSMUSG00000023505	124	104	153	173	20	21	10	22
ENSMUSG00000023571	444	495	348	516	135	180	90	90
ENSMUSG00000023572	254	177	254	213	14	38	49	13
ENSMUSG00000023707	122	181	108	129	31	5	26	17
ENSMUSG00000023723	411	362	181	245	48	34	54	50
ENSMUSG00000023737	28	30	31	29	5	5	3	7
ENSMUSG00000023755	61	34	60	73	14	4	13	8
ENSMUSG00000023764	454	293	595	607	146	163	154	123
ENSMUSG00000023781	1556	1109	947	1447	43	47	33	86
ENSMUSG00000023791	48	48	30	23	2	5	0	1
ENSMUSG00000023795	470	402	473	456	41	19	39	19
ENSMUSG00000023800	120	135	191	62	17	13	5	20
ENSMUSG00000023802	289	469	343	270	48	36	84	43
ENSMUSG00000023805	108	85	50	39	13	8	17	17
ENSMUSG00000023806	363	265	222	198	32	41	9	29
ENSMUSG00000023809	44	68	63	86	17	22	20	15
ENSMUSG00000023826	99	116	165	107	22	6	13	5
ENSMUSG00000023827	210	136	149	111	17	27	6	13
ENSMUSG00000023828	179	191	168	83	6	15	18	13
ENSMUSG00000023829	368	191	516	317	13	13	32	33
ENSMUSG00000023830	221	129	167	225	48	38	26	42
ENSMUSG00000023832	1219	1087	549	457	141	171	78	55
ENSMUSG00000023845	50	20	48	47	11	21	38	31
ENSMUSG00000023852	62	36	138	80	18	13	27	24
ENSMUSG00000023861	313	271	219	165	32	34	36	29
ENSMUSG00000023868	80	58	48	60	7	13	12	16
ENSMUSG00000023873	93	117	158	92	32	10	22	20
ENSMUSG00000023882	39	66	78	67	6	8	5	4
ENSMUSG00000023883	23	11	3	2	1	0	2	1
ENSMUSG00000023885	44	22	52	50	9	3	4	2
ENSMUSG00000023886	96	94	66	114	16	8	9	12
ENSMUSG00000023892	151	164	284	193	33	19	41	51
ENSMUSG00000023902	26	56	25	31	7	13	6	4
ENSMUSG00000023903	136	135	138	168	16	13	1	3
ENSMUSG00000023904	51	53	35	46	1	0	4	6
ENSMUSG00000023905	41	27	50	72	1	1	1	3
ENSMUSG00000023906	249	209	120	129	29	41	39	32
ENSMUSG00000023908	110	80	73	73	6	4	10	6
ENSMUSG00000023909	23	18	37	54	1	3	2	2
ENSMUSG00000023911	118	48	109	62	6	4	8	6
ENSMUSG00000023912	132	116	79	84	8	16	20	13
ENSMUSG00000023913	318	587	466	279	16	9	26	23
ENSMUSG00000023914	27	19	17	29	0	0	0	1
ENSMUSG00000023915	76	65	54	46	8	15	5	8
ENSMUSG00000023918	29	80	21	33	9	13	5	7
ENSMUSG00000023919	151	340	209	106	48	132	65	32
ENSMUSG00000023921	229	168	323	171	28	31	8	20
ENSMUSG00000023923	37	31	41	26	4	7	8	6
ENSMUSG00000023926	34	39	31	38	2	3	2	2
ENSMUSG00000023927	54	80	22	58	5	7	1	5
ENSMUSG00000023930	306	205	382	310	16	25	6	8
ENSMUSG00000023931	189	169	200	100	11	17	15	16
ENSMUSG00000023932	26	17	22	26	7	8	2	4
ENSMUSG00000023935	42	73	120	93	14	11	7	13
ENSMUSG00000023938	54	36	40	32	5	6	3	12
ENSMUSG00000023939	34	32	83	155	8	3	12	15
ENSMUSG00000023940	30	39	35	17	6	4	4	8
ENSMUSG00000023942	60	63	103	132	33	26	25	23
ENSMUSG00000023943	553	369	176	356	91	71	9	12
ENSMUSG00000023944	223	98	197	111	71	75	73	70
ENSMUSG00000023945	39	31	27	55	13	6	4	4
ENSMUSG00000023947	2011	449	915	796	52	126	174	44
ENSMUSG00000023949	113	53	72	42	6	6	7	11
ENSMUSG00000023951	1356	1260	1450	1144	61	141	82	168
ENSMUSG00000023952	57	109	70	24	9	23	1	8
ENSMUSG00000023953	66	57	45	25	2	1	1	3
ENSMUSG00000023959	30	20	26	19	1	7	7	3
ENSMUSG00000023960	1110	596	819	663	76	50	23	21
ENSMUSG00000023961	337	472	207	322	49	40	32	34
ENSMUSG00000023963	412	506	521	297	71	123	169	76
ENSMUSG00000023964	307	356	287	435	29	28	42	22
ENSMUSG00000023965	58	49	42	28	6	7	6	6
ENSMUSG00000023966	35	34	59	69	4	6	9	8
ENSMUSG00000023967	600	946	432	301	56	59	35	23
ENSMUSG00000023968	68	104	55	34	3	3	2	1
ENSMUSG00000023971	41	53	67	54	2	3	18	7
ENSMUSG00000023972	128	190	114	82	26	25	27	10
ENSMUSG00000023973	76	44	100	85	12	3	14	12
ENSMUSG00000023977	75	100	155	79	6	1	1	3
ENSMUSG00000023978	309	385	176	156	9	38	22	23
ENSMUSG00000023979	57	133	24	54	6	7	3	2
ENSMUSG00000023980	378	336	564	413	50	30	31	90
ENSMUSG00000023982	153	160	195	166	23	48	21	33
ENSMUSG00000023984	228	238	403	368	100	50	40	33
ENSMUSG00000023987	88	54	70	111	6	9	5	5
ENSMUSG00000023988	51	22	41	30	0	2	4	2
ENSMUSG00000023990	131	105	160	124	13	1	6	9
ENSMUSG00000023991	101	60	54	47	7	17	21	24
ENSMUSG00000023992	55	44	44	36	18	2	13	8
ENSMUSG00000023993	373	274	249	224	10	12	9	9
ENSMUSG00000023994	240	187	263	328	46	49	15	10
ENSMUSG00000023995	281	465	1561	576	65	109	260	168
ENSMUSG00000023999	45	45	27	52	0	3	7	2
ENSMUSG00000024002	861	608	795	646	96	84	74	118
ENSMUSG00000024006	202	92	206	140	15	17	22	24
ENSMUSG00000024007	26	28	24	52	3	3	1	4
ENSMUSG00000024008	99	98	139	173	26	32	38	16
ENSMUSG00000024011	49	42	66	23	9	4	9	5
ENSMUSG00000024012	103	131	137	129	23	18	27	16
ENSMUSG00000024013	109	75	57	156	11	10	14	8
ENSMUSG00000024014	92	134	180	150	9	25	28	14
ENSMUSG00000024018	645	335	356	437	40	56	52	72
ENSMUSG00000024019	213	132	120	218	15	22	34	49
ENSMUSG00000024026	23	26	24	18	2	2	3	4
ENSMUSG00000024027	52	48	46	87	6	5	5	5
ENSMUSG00000024028	42	44	38	42	12	10	7	10
ENSMUSG00000024029	66	89	35	106	4	3	2	6
ENSMUSG00000024030	147	48	32	32	15	19	0	3
ENSMUSG00000024032	348	346	273	161	35	30	24	38
ENSMUSG00000024033	145	136	199	134	22	17	55	13
ENSMUSG00000024034	55	16	79	140	5	1	19	11
ENSMUSG00000024036	48	75	124	90	17	6	13	5
ENSMUSG00000024037	368	240	221	214	34	9	11	6
ENSMUSG00000024038	144	60	81	61	15	10	11	13
ENSMUSG00000024039	99	42	100	55	13	5	8	8
ENSMUSG00000024041	32	28	16	40	1	4	12	2
ENSMUSG00000024042	502	509	276	769	89	65	89	182
ENSMUSG00000024043	60	47	29	24	6	11	1	0
ENSMUSG00000024044	13	26	4	11	0	1	1	0
ENSMUSG00000024045	97	69	106	123	9	13	11	6
ENSMUSG00000024048	80	54	71	69	9	6	9	6
ENSMUSG00000024049	47	33	73	106	6	2	14	15
ENSMUSG00000024050	51	42	87	70	14	20	24	12
ENSMUSG00000024052	47	156	230	142	12	26	34	12
ENSMUSG00000024053	50	137	64	92	7	13	7	5
ENSMUSG00000024054	148	116	81	145	9	11	15	9
ENSMUSG00000024055	302	150	239	166	16	11	15	9
ENSMUSG00000024056	321	251	162	265	33	25	30	44
ENSMUSG00000024059	702	693	583	882	35	64	26	36
ENSMUSG00000024063	109	120	111	99	15	26	19	31
ENSMUSG00000024064	167	365	256	155	39	10	39	61
ENSMUSG00000024065	22	22	18	40	3	2	3	2
ENSMUSG00000024066	431	591	362	319	59	64	53	69
ENSMUSG00000024067	271	135	156	290	72	49	31	30
ENSMUSG00000024068	73	71	38	51	14	8	5	10
ENSMUSG00000024069	87	44	70	54	1	6	4	9
ENSMUSG00000024070	117	68	157	242	39	53	57	55
ENSMUSG00000024072	149	134	136	77	15	11	5	12
ENSMUSG00000024073	80	82	112	110	26	4	8	13
ENSMUSG00000024074	20	14	12	17	2	1	1	3
ENSMUSG00000024076	46	48	53	29	6	8	4	6
ENSMUSG00000024077	71	43	69	105	5	3	3	6
ENSMUSG00000024078	231	185	347	411	9	6	29	33
ENSMUSG00000024079	44	66	93	75	3	3	3	1
ENSMUSG00000024081	42	69	69	85	0	1	8	11
ENSMUSG00000024082	311	464	312	341	122	117	112	129
ENSMUSG00000024083	33	67	41	21	8	1	4	3
ENSMUSG00000024084	118	170	137	129	5	4	6	10
ENSMUSG00000024085	348	221	184	172	40	23	29	39
ENSMUSG00000024087	85	54	97	63	13	8	13	9
ENSMUSG00000024088	14	13	7	7	4	3	5	8
ENSMUSG00000024091	58	121	57	112	16	24	7	20
ENSMUSG00000024095	186	105	76	69	9	3	12	18
ENSMUSG00000024096	70	142	59	88	31	40	32	35
ENSMUSG00000024097	160	181	163	209	31	18	26	31
ENSMUSG00000024098	65	31	64	75	7	13	7	14
ENSMUSG00000024099	228	212	556	565	21	15	52	65
ENSMUSG00000024101	47	49	63	43	8	6	2	2
ENSMUSG00000024104	124	94	90	68	18	18	11	19
ENSMUSG00000024105	40	70	42	28	11	7	2	16
ENSMUSG00000024107	455	620	956	448	156	116	75	92
ENSMUSG00000024109	122	150	154	246	34	41	31	35
ENSMUSG00000024112	84	50	116	42	29	27	74	47
ENSMUSG00000024114	381	500	302	379	50	32	29	59
ENSMUSG00000024116	985	667	710	856	178	85	130	151
ENSMUSG00000024118	51	79	46	40	3	3	3	4
ENSMUSG00000024120	423	231	479	363	62	69	49	56
ENSMUSG00000024121	165	281	153	165	33	39	18	25
ENSMUSG00000024122	33	30	25	29	0	2	1	1
ENSMUSG00000024124	469	471	497	720	104	122	116	117
ENSMUSG00000024125	53	86	44	74	12	7	18	11
ENSMUSG00000024127	74	55	88	85	16	17	8	15
ENSMUSG00000024128	35	22	49	81	3	5	3	5
ENSMUSG00000024130	37	43	32	12	9	4	2	4
ENSMUSG00000024131	107	85	67	63	7	5	7	4
ENSMUSG00000024132	329	207	291	439	48	51	47	39
ENSMUSG00000024134	470	538	429	359	91	86	75	58
ENSMUSG00000024135	152	81	136	157	14	10	3	4
ENSMUSG00000024136	105	106	73	201	45	41	58	81
ENSMUSG00000024137	36	65	45	77	5	6	2	5
ENSMUSG00000024140	11	24	60	37	2	1	2	8
ENSMUSG00000024142	202	386	211	148	21	19	76	67
ENSMUSG00000024143	112	191	204	171	16	15	33	21
ENSMUSG00000024145	76	100	84	126	14	11	6	11
ENSMUSG00000024146	14	36	28	39	6	4	4	10
ENSMUSG00000024150	151	103	267	202	11	10	11	10
ENSMUSG00000024151	62	66	62	48	8	5	11	5
ENSMUSG00000024154	90	157	86	140	13	9	8	16
ENSMUSG00000024155	131	125	96	166	12	30	36	18
ENSMUSG00000024158	440	307	333	749	95	64	49	50
ENSMUSG00000024160	340	335	384	311	30	34	13	12
ENSMUSG00000024163	843	432	511	459	123	110	23	47
ENSMUSG00000024164	62	64	48	54	10	14	4	3
ENSMUSG00000024165	228	162	257	356	94	58	18	54
ENSMUSG00000024168	28	109	80	107	6	3	8	15
ENSMUSG00000024169	92	81	128	169	9	1	7	13
ENSMUSG00000024170	90	32	33	39	2	3	4	1
ENSMUSG00000024171	71	48	102	95	3	4	1	2
ENSMUSG00000024172	83	104	73	53	23	11	10	8
ENSMUSG00000024173	1097	951	334	311	50	53	17	24
ENSMUSG00000024174	319	257	349	222	57	50	43	21
ENSMUSG00000024175	10	9	21	5	1	0	9	3
ENSMUSG00000024176	128	189	446	401	13	14	53	14
ENSMUSG00000024177	165	93	180	409	26	39	92	107
ENSMUSG00000024180	51	50	61	42	6	8	0	3
ENSMUSG00000024181	32	49	24	25	3	8	5	4
ENSMUSG00000024182	616	641	505	549	153	160	118	148
ENSMUSG00000024184	95	200	66	69	21	21	19	13
ENSMUSG00000024186	20	15	9	26	1	1	2	1
ENSMUSG00000024187	35	17	10	32	2	1	7	4
ENSMUSG00000024188	300	260	202	382	11	12	23	19
ENSMUSG00000024190	133	102	134	206	53	23	39	36
ENSMUSG00000024191	22	14	24	13	0	3	0	2
ENSMUSG00000024193	94	84	97	101	14	9	3	11
ENSMUSG00000024194	165	175	235	183	12	9	13	9
ENSMUSG00000024197	211	234	384	409	77	87	76	155
ENSMUSG00000024201	376	376	636	664	95	70	168	228
ENSMUSG00000024205	183	141	160	125	20	18	24	29
ENSMUSG00000024206	99	132	362	243	9	6	19	12
ENSMUSG00000024207	54	65	122	74	16	22	25	26
ENSMUSG00000024208	592	694	1039	813	62	81	147	120
ENSMUSG00000024209	456	505	863	486	73	103	51	73
ENSMUSG00000024210	643	747	1137	751	54	55	88	51
ENSMUSG00000024211	224	338	295	287	18	15	6	12
ENSMUSG00000024212	17	19	10	12	1	0	2	3
ENSMUSG00000024213	258	165	215	239	16	19	41	47
ENSMUSG00000024215	206	168	294	350	46	77	13	21
ENSMUSG00000024217	776	634	642	696	82	50	52	95
ENSMUSG00000024218	179	176	69	43	27	36	2	6
ENSMUSG00000024219	211	257	114	104	15	25	18	14
ENSMUSG00000024220	149	228	112	73	43	23	31	53
ENSMUSG00000024222	39	44	41	54	8	8	5	5
ENSMUSG00000024223	373	459	250	260	54	60	42	42
ENSMUSG00000024224	30	59	20	25	2	4	0	3
ENSMUSG00000024225	358	225	328	470	23	16	33	34
ENSMUSG00000024227	484	173	196	187	35	31	33	33
ENSMUSG00000024228	385	823	568	484	40	62	146	154
ENSMUSG00000024231	372	188	181	106	36	31	6	15
ENSMUSG00000024232	215	112	128	147	23	22	19	41
ENSMUSG00000024233	73	90	75	57	20	1	5	6
ENSMUSG00000024234	73	104	54	81	7	9	4	7
ENSMUSG00000024235	181	215	239	176	8	7	6	6
ENSMUSG00000024236	143	77	88	89	2	12	9	10
ENSMUSG00000024238	620	564	392	392	77	46	31	60
ENSMUSG00000024240	103	88	104	104	18	10	9	18
ENSMUSG00000024241	70	122	100	99	11	10	30	35
ENSMUSG00000024242	136	101	106	71	17	24	46	34
ENSMUSG00000024245	36	36	16	33	4	6	8	2
ENSMUSG00000024246	279	274	209	312	21	14	13	17
ENSMUSG00000024247	57	58	77	85	11	7	3	5
ENSMUSG00000024248	21	29	17	14	3	3	4	3
ENSMUSG00000024251	40	101	52	35	4	9	11	9
ENSMUSG00000024253	873	480	1622	1128	87	58	140	56
ENSMUSG00000024254	74	101	81	85	9	6	8	6
ENSMUSG00000024256	413	446	445	291	60	49	68	46
ENSMUSG00000024258	16	11	33	6	1	2	0	0
ENSMUSG00000024259	70	154	120	57	4	1	1	3
ENSMUSG00000024260	61	113	79	57	45	36	11	19
ENSMUSG00000024261	83	95	79	85	17	5	9	18
ENSMUSG00000024266	141	95	131	146	14	16	18	17
ENSMUSG00000024268	42	29	47	43	2	8	2	3
ENSMUSG00000024269	224	178	157	122	16	19	11	9
ENSMUSG00000024270	105	99	62	72	20	18	14	13
ENSMUSG00000024271	320	297	268	360	46	50	16	28
ENSMUSG00000024273	95	126	136	120	11	14	21	17
ENSMUSG00000024274	13	9	22	29	0	2	3	0
ENSMUSG00000024276	194	146	94	152	47	28	37	52
ENSMUSG00000024277	113	103	113	84	21	9	7	9
ENSMUSG00000024283	148	154	136	128	22	15	17	18
ENSMUSG00000024286	299	653	386	549	44	36	65	31
ENSMUSG00000024287	505	398	564	412	40	49	46	29
ENSMUSG00000024290	75	66	77	81	6	12	11	7
ENSMUSG00000024292	68	50	70	73	5	5	0	2
ENSMUSG00000024293	147	181	165	188	30	14	4	20
ENSMUSG00000024294	405	374	322	144	24	25	34	20
ENSMUSG00000024295	385	613	423	437	26	25	21	24
ENSMUSG00000024298	129	114	146	188	18	21	73	60
ENSMUSG00000024299	468	412	363	479	72	57	52	41
ENSMUSG00000024300	231	100	106	243	24	33	20	19
ENSMUSG00000024301	625	484	713	487	116	125	110	115
ENSMUSG00000024302	198	212	261	310	20	29	18	21
ENSMUSG00000024304	77	83	91	101	12	10	17	16
ENSMUSG00000024306	223	189	89	285	23	16	15	5
ENSMUSG00000024308	85	86	208	110	19	10	23	30
ENSMUSG00000024309	12	38	28	66	0	2	7	8
ENSMUSG00000024312	76	113	85	112	7	8	7	6
ENSMUSG00000024313	396	280	308	248	57	96	85	48
ENSMUSG00000024317	57	53	32	44	3	2	1	1
ENSMUSG00000024319	259	284	208	152	53	19	32	27
ENSMUSG00000024325	129	92	193	230	31	13	24	27
ENSMUSG00000024327	32	34	43	34	5	6	4	8
ENSMUSG00000024330	37	42	122	105	11	7	12	12
ENSMUSG00000024331	335	223	396	691	46	56	110	162
ENSMUSG00000024334	57	137	43	57	6	2	3	5
ENSMUSG00000024335	95	80	103	75	15	10	6	7
ENSMUSG00000024338	62	38	74	82	2	12	2	5
ENSMUSG00000024339	17	11	25	19	2	3	6	7
ENSMUSG00000024340	176	244	130	236	22	21	27	21
ENSMUSG00000024346	391	151	448	345	79	89	65	44
ENSMUSG00000024347	421	577	993	1136	81	85	180	217
ENSMUSG00000024349	131	104	186	264	6	11	13	20
ENSMUSG00000024350	95	75	83	45	12	10	24	14
ENSMUSG00000024352	685	465	359	560	95	46	40	80
ENSMUSG00000024353	23	10	16	23	2	3	7	1
ENSMUSG00000024354	210	138	270	239	20	14	9	8
ENSMUSG00000024357	38	45	32	43	18	12	13	3
ENSMUSG00000024359	435	643	1079	935	65	163	75	62
ENSMUSG00000024360	1748	1700	2442	1436	327	183	88	240
ENSMUSG00000024365	41	52	60	39	8	8	2	3
ENSMUSG00000024366	47	116	58	80	9	23	11	7
ENSMUSG00000024369	86	64	80	72	9	16	9	5
ENSMUSG00000024370	23	16	17	9	4	0	1	0
ENSMUSG00000024371	74	93	59	48	5	5	6	6
ENSMUSG00000024376	51	48	77	36	13	24	73	69
ENSMUSG00000024378	68	59	57	53	12	8	11	10
ENSMUSG00000024379	77	53	46	47	7	3	3	5
ENSMUSG00000024381	74	70	106	136	6	13	19	29
ENSMUSG00000024382	422	410	196	376	76	42	41	39
ENSMUSG00000024383	80	50	79	85	4	12	12	2
ENSMUSG00000024384	531	446	346	309	214	111	254	176
ENSMUSG00000024386	507	694	427	379	63	93	68	61
ENSMUSG00000024387	68	42	59	46	7	14	12	3
ENSMUSG00000024388	240	305	571	231	77	42	58	87
ENSMUSG00000024391	303	523	403	301	52	36	31	37
ENSMUSG00000024392	96	121	80	99	36	35	10	15
ENSMUSG00000024393	40	48	15	19	7	1	1	3
ENSMUSG00000024395	133	77	140	95	8	15	5	15
ENSMUSG00000024397	578	347	453	465	53	33	33	42
ENSMUSG00000024399	256	313	225	150	14	18	22	50
ENSMUSG00000024400	203	153	127	101	21	22	36	29
ENSMUSG00000024401	212	172	168	223	21	14	27	19
ENSMUSG00000024402	56	25	71	59	15	13	9	9
ENSMUSG00000024403	274	143	178	189	14	18	17	29
ENSMUSG00000024404	44	84	43	58	10	0	4	0
ENSMUSG00000024406	23	19	14	18	2	1	1	0
ENSMUSG00000024409	172	185	183	166	16	35	23	40
ENSMUSG00000024410	15	12	8	9	5	4	0	0
ENSMUSG00000024411	101	85	174	166	25	10	35	40
ENSMUSG00000024413	338	277	456	298	31	25	31	26
ENSMUSG00000024414	176	123	123	129	8	7	8	6
ENSMUSG00000024420	138	267	156	229	11	9	13	11
ENSMUSG00000024421	733	774	431	691	27	26	50	51
ENSMUSG00000024422	58	40	73	99	10	24	13	15
ENSMUSG00000024423	149	71	50	65	2	8	5	5
ENSMUSG00000024424	35	30	76	25	9	7	8	12
ENSMUSG00000024425	421	229	827	316	56	23	77	70
ENSMUSG00000024426	1219	1455	1290	1194	156	155	123	94
ENSMUSG00000024427	255	150	463	208	20	20	62	38
ENSMUSG00000024429	51	90	96	68	14	7	9	11
ENSMUSG00000024430	124	128	100	137	18	32	31	26
ENSMUSG00000024431	95	66	94	26	4	8	10	7
ENSMUSG00000024436	699	558	195	460	124	180	212	151
ENSMUSG00000024437	27	19	50	34	6	7	6	5
ENSMUSG00000024440	963	1475	790	1053	185	169	162	137
ENSMUSG00000024442	93	80	110	145	10	3	17	6
ENSMUSG00000024446	68	106	60	118	7	7	17	5
ENSMUSG00000024448	917	1020	935	1750	75	75	60	126
ENSMUSG00000024451	242	196	214	157	20	17	25	51
ENSMUSG00000024454	109	136	132	87	10	13	6	15
ENSMUSG00000024456	228	234	163	196	12	15	3	3
ENSMUSG00000024457	25	30	32	7	3	0	9	8
ENSMUSG00000024459	325	404	329	378	25	37	39	37
ENSMUSG00000024462	26	65	37	50	6	13	9	4
ENSMUSG00000024471	173	147	133	106	35	41	31	50
ENSMUSG00000024472	503	285	421	601	103	112	103	98
ENSMUSG00000024474	224	85	179	107	9	15	22	14
ENSMUSG00000024477	12	21	25	15	0	1	5	5
ENSMUSG00000024479	4	22	12	26	1	2	5	4
