GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSG00000285472	0	0	0	0	0	0	0	0
ENSG00000285473	0	0	0	0				
ENSG00000285476	0	0	0	0	0	0	0	0
ENSG00000285480	0	0	0	0	0	0	0	0
ENSG00000285483	0	0	0	0				
ENSG00000285486	0	0	0	0				
ENSG00000285491	0	0	0	0				
ENSG00000285492	0	0	0	0				
ENSG00000285498	0	0	0	0				
ENSG00000285505	0	0	0	0	0	0	0	0
ENSG00000285508	0	0	0	0	0	0	0	0
ENSG00000285509	1	2	9	6	0	0	0	0
ENSG00000285513	0	0	0	0				
ENSG00000285517	4	0	0	0				
ENSG00000285518	0	0	0	2				
ENSG00000285519	0	0	0	0				
ENSG00000285520	0	0	0	0				
ENSG00000285521	0	0	0	0				
ENSG00000285522	0	0	0	0				
ENSG00000285523	0	0	0	0				
ENSG00000285524	0	0	0	0				
ENSG00000285525	0	0	0	0				
ENSG00000285526	0	0	0	0	0	0	0	0
ENSG00000285527	0	0	0	0				
ENSG00000285528	0	0	0	0	0	0	0	0
ENSG00000285529	0	0	0	0				
ENSG00000285530	0	0	0	0				
ENSG00000285531	24	26	36	34				
ENSG00000285532	5	7	2	6				
ENSG00000285533	40	47	42	37				
ENSG00000285534	0	0	0	0				
ENSG00000285535	0	0	0	0				
ENSG00000285536	0	0	0	0				
ENSG00000285537	0	0	0	0				
ENSG00000285538	0	0	0	0				
ENSG00000285539	0	0	0	0				
ENSG00000285540	0	0	0	0				
ENSG00000285541	0	0	0	0				
ENSG00000285542	0	0	0	0	0	0	0	0
ENSG00000285543	0	0	0	0				
ENSG00000285544	0	0	0	0				
ENSG00000285545	2	1	0	6				
ENSG00000285546	0	0	0	0				
ENSG00000285547	0	0	0	0	0	0	0	0
ENSG00000285548	0	0	0	0				
ENSG00000285549	0	0	0	0				
ENSG00000285550	0	0	0	0				
ENSG00000285551	0	0	0	0	0	0	0	0
ENSG00000285552	0	0	0	0				
ENSG00000285553	0	0	0	0				
ENSG00000285554	1	1	0	1				
ENSG00000285555	0	0	0	0				
ENSG00000285556	0	0	0	0				
ENSG00000285557	0	1	0	0				
ENSG00000285558	0	0	0	0	0	0	0	0
ENSG00000285559	0	0	0	0				
ENSG00000285560	1	4	0	0				
ENSG00000285561	1	5	2	0				
ENSG00000285562	0	0	0	0				
ENSG00000285563	0	0	0	0				
ENSG00000285564	0	0	0	0				
ENSG00000285565	0	0	0	0				
ENSG00000285566	0	0	0	0	0	0	0	0
ENSG00000285567	1	0	0	0				
ENSG00000285568	0	0	0	0				
ENSG00000285569	0	0	0	0				
ENSG00000285570	0	0	0	0				
ENSG00000285571	0	1	0	1				
ENSG00000285572	0	0	0	0				
ENSG00000285573	0	0	0	0				
ENSG00000285574	0	0	0	0				
ENSG00000285575	0	0	0	0				
ENSG00000285576	0	0	0	0				
ENSG00000285577	0	0	0	0				
ENSG00000285578	0	0	0	0				
ENSG00000285579	0	0	0	0				
ENSG00000285580	1	0	3	0				
ENSG00000285581	0	0	0	0				
ENSG00000285582	1	0	0	0				
ENSG00000285583	0	0	0	0				
ENSG00000285584	0	0	0	0				
ENSG00000285585	0	0	0	0	0	0	0	0
ENSG00000285586	0	0	0	0				
ENSG00000285587	0	0	0	0				
ENSG00000285588	0	0	1	1				
ENSG00000285589	17	23	20	16	0	0	0	0
ENSG00000285590	0	0	0	0				
ENSG00000285591	0	0	0	0				
ENSG00000285592	0	0	0	0				
ENSG00000285593	0	0	0	0				
ENSG00000285594	0	0	0	0				
ENSG00000285595	0	0	0	0				
ENSG00000285596	4	2	7	10				
ENSG00000285597	3	0	2	1				
ENSG00000285598	0	0	0	0				
ENSG00000285599	0	0	0	0				
ENSG00000285600	6	2	1	0				
ENSG00000285601	0	0	0	0				
ENSG00000285602	1	0	0	1	0	0	0	0
ENSG00000285603	0	2	0	0				
ENSG00000285604	0	0	0	0				
ENSG00000285605	0	0	0	0				
ENSG00000285606	0	0	0	0				
ENSG00000285607	0	0	0	0	0	0	0	0
ENSG00000285608	0	0	0	0				
ENSG00000285609	0	0	0	0				
ENSG00000285610	0	0	0	0				
ENSG00000285611	0	0	0	0				
ENSG00000285612	0	0	0	0				
ENSG00000285613	0	0	0	0				
ENSG00000285614	1	0	0	0				
ENSG00000285615	0	0	0	0				
ENSG00000285616	0	0	0	0				
ENSG00000285618	0	0	0	0				
ENSG00000285619	0	0	0	0				
ENSG00000285620	0	0	0	0	0	0	0	0
ENSG00000285621	0	0	0	0				
ENSG00000285622	1	0	0	0				
ENSG00000285623	0	0	0	0				
ENSG00000285624	0	0	0	0				
ENSG00000285625	0	0	0	0	1	0	0	0
ENSG00000285626	0	0	0	0				
ENSG00000285627	0	0	0	0				
ENSG00000285628	0	0	0	0				
ENSG00000285629	0	0	0	0	0	0	0	0
ENSG00000285630	0	1	1	0				
ENSG00000285631	0	0	0	0				
ENSG00000285632	7	0	3	7				
ENSG00000285633	0	0	0	0				
ENSG00000285634	0	0	0	0				
ENSG00000285635	0	0	0	0	0	0	0	0
ENSG00000285636	2	0	1	0				
ENSG00000285637	0	4	0	0				
ENSG00000285638	0	0	0	0				
ENSG00000285639	0	0	0	1				
ENSG00000285640	0	0	0	0				
ENSG00000285641	1	1	0	2	0	0	0	0
ENSG00000285642	0	0	0	0				
ENSG00000285643	0	0	0	0				
ENSG00000285644	11	11	6	8				
ENSG00000285645	0	0	0	0	0	0	0	0
ENSG00000285646	12	8	12	13				
ENSG00000285647	0	0	0	0				
ENSG00000285648	0	0	0	0				
ENSG00000285649	2	2	3	5				
ENSG00000285650	3	3	3	2				
ENSG00000285651	2	2	1	1				
ENSG00000285652	0	2	1	4				
ENSG00000285653	0	1	0	0				
ENSG00000285654	0	0	0	0				
ENSG00000285655	0	0	0	0	0	0	0	0
ENSG00000285656	0	0	0	0				
ENSG00000285657	0	0	0	0	0	0	0	0
ENSG00000285658	1	2	0	3				
ENSG00000285659	0	0	0	0				
ENSG00000285660	0	0	0	0				
ENSG00000285661	0	0	0	0				
ENSG00000285662	0	0	0	0				
ENSG00000285663	0	0	0	0				
ENSG00000285664	0	2	0	1				
ENSG00000285665	0	0	0	1				
ENSG00000285666	0	0	0	0				
ENSG00000285667	4	3	3	2				
ENSG00000285668	2	2	0	1				
ENSG00000285669	4	2	1	5				
ENSG00000285670	0	0	0	0				
ENSG00000285671	0	0	0	0				
ENSG00000285672	2	1	0	1				
ENSG00000285673	0	0	0	0				
ENSG00000285674	0	0	0	0				
ENSG00000285675	0	0	0	0				
ENSG00000285676	8	3	8	19				
ENSG00000285677	2	5	3	4				
ENSG00000285679	0	0	0	0				
ENSG00000285680	0	0	0	0				
ENSG00000285681	0	0	0	0				
ENSG00000285683	0	0	0	0				
ENSG00000285684	0	0	0	0				
ENSG00000285685	0	0	0	0				
ENSG00000285686	0	0	0	0				
ENSG00000285687	0	0	0	0	0	0	0	0
ENSG00000285688	0	0	3	2				
ENSG00000285689	0	0	0	0				
ENSG00000285690	0	0	0	0				
ENSG00000285691	0	0	0	0				
ENSG00000285692	0	2	0	0				
ENSG00000285693	32	31	28	33				
ENSG00000285694	0	0	0	0				
ENSG00000285695	0	0	0	0				
ENSG00000285696	2	0	1	0				
ENSG00000285697	2	2	4	9				
ENSG00000285698	0	0	0	0				
ENSG00000285699	0	0	0	0				
ENSG00000285700	0	0	0	0				
ENSG00000285701	2	1	0	3				
ENSG00000285702	0	0	0	0				
ENSG00000285703	0	0	0	1				
ENSG00000285704	0	0	2	0				
ENSG00000285705	0	0	0	0				
ENSG00000285706	1	3	3	2				
ENSG00000285707	0	0	0	0				
ENSG00000285708	0	0	0	0	0	0	0	0
ENSG00000285709	2	0	0	0				
ENSG00000285710	0	0	2	0				
ENSG00000285711	46	34	46	26				
ENSG00000285712	0	0	0	0				
ENSG00000285713	0	0	0	0	0	0	0	0
ENSG00000285714	0	0	0	0				
ENSG00000285715	3	4	5	3				
ENSG00000285716	0	0	0	0				
ENSG00000285717	0	0	0	0				
ENSG00000285718	0	0	0	0				
ENSG00000285719	0	0	0	0				
ENSG00000285720	0	0	0	0	0	0	0	0
ENSG00000285722	0	1	0	0				
ENSG00000285723	0	0	0	0	3	2	4	2
ENSG00000285724	0	0	0	0				
ENSG00000285725	38	18	7	19				
ENSG00000285726	0	0	0	0				
ENSG00000285727	0	0	0	0				
ENSG00000285728	43	54	39	47				
ENSG00000285729	0	0	0	0				
ENSG00000285730	12	19	9	9				
ENSG00000285731	2	2	1	0				
ENSG00000285732	0	0	0	0				
ENSG00000285733	0	0	0	0	0	0	0	0
ENSG00000285734	0	0	0	0				
ENSG00000285735	0	0	0	0				
ENSG00000285736	0	0	0	2				
ENSG00000285737	1	0	0	0				
ENSG00000285738	0	0	0	0				
ENSG00000285739	0	0	0	0				
ENSG00000285740	0	0	0	0				
ENSG00000285741	0	0	0	0				
ENSG00000285742	0	0	0	0				
ENSG00000285743	0	0	0	0				
ENSG00000285744	0	0	0	0				
ENSG00000285745	0	0	0	0				
ENSG00000285746	0	0	0	0				
ENSG00000285747	0	0	1	1				
ENSG00000285748	0	0	0	0				
ENSG00000285749	0	0	0	0	0	0	0	0
ENSG00000285750	0	0	0	0				
ENSG00000285751	26	32	37	65				
ENSG00000285752	3	6	5	3				
ENSG00000285753	0	0	0	0				
ENSG00000285754	0	0	0	0				
ENSG00000285755	0	0	0	0				
ENSG00000285756	234	305	257	329				
ENSG00000285757	0	0	0	0				
ENSG00000285758	0	3	0	0				
ENSG00000285759	0	0	0	0				
ENSG00000285760	0	0	0	0				
ENSG00000285761	2	2	5	3				
ENSG00000285762	0	0	0	0	0	0	0	0
ENSG00000285763	9	15	8	17				
ENSG00000285764	0	0	0	0				
ENSG00000285765	0	0	0	0	0	0	0	0
ENSG00000285766	4	1	0	1				
ENSG00000285768	0	0	0	0				
ENSG00000285769	0	0	0	0				
ENSG00000285770	0	2	0	1				
ENSG00000285771	0	0	0	0				
ENSG00000285772	0	0	0	0	0	0	0	0
ENSG00000285773	0	0	0	0				
ENSG00000285774	0	0	0	1				
ENSG00000285775	0	0	0	0				
ENSG00000285776	0	0	0	0				
ENSG00000285777	0	0	0	0	0	0	0	0
ENSG00000285778	0	0	0	0				
ENSG00000285779	0	0	0	0	0	0	0	0
ENSG00000285780	0	0	0	0				
ENSG00000285781	1	0	0	0				
ENSG00000285782	0	0	0	0				
ENSG00000285783	0	0	0	0				
ENSG00000285784	0	0	0	0				
ENSG00000285785	0	0	0	0				
ENSG00000285786	0	0	0	0				
ENSG00000285788	0	0	0	0				
ENSG00000285789	0	0	0	0				
ENSG00000285790	0	0	0	0				
ENSG00000285791	0	0	0	1	0	0	0	0
ENSG00000285792	0	0	0	0				
ENSG00000285793	46	49	68	93				
ENSG00000285794	0	0	0	0				
ENSG00000285796	46	33	41	38				
ENSG00000285797	0	0	0	0				
ENSG00000285798	0	0	0	0				
ENSG00000285799	0	0	0	1				
ENSG00000285800	0	0	0	0				
ENSG00000285801	0	0	0	0				
ENSG00000285802	4	3	1	2				
ENSG00000285803	2	3	3	10				
ENSG00000285804	0	1	0	0				
ENSG00000285805	6	1	3	6				
ENSG00000285806	0	0	0	0				
ENSG00000285807	0	0	0	0				
ENSG00000285808	0	0	0	0				
ENSG00000285809	0	0	0	0				
ENSG00000285810	0	0	0	0				
ENSG00000285811	0	0	0	0				
ENSG00000285812	4	8	3	8				
ENSG00000285813	6	2	2	11				
ENSG00000285814	0	0	0	0	0	0	0	0
ENSG00000285815	0	0	0	0	0	0	0	0
ENSG00000285816	19	31	11	15	0	0	0	0
ENSG00000285817	0	0	0	0				
ENSG00000285818	0	0	0	0				
ENSG00000285819	1	1	4	0				
ENSG00000285820	0	0	0	0				
ENSG00000285821	0	0	0	0				
ENSG00000285822	0	0	0	0				
ENSG00000285823	0	0	0	0				
ENSG00000285824	0	0	0	0				
ENSG00000285825	13	20	12	22				
ENSG00000285826	0	0	0	0				
ENSG00000285827	0	0	0	0	0	0	0	0
ENSG00000285829	0	0	0	0				
ENSG00000285830	0	0	0	2				
ENSG00000285831	0	0	0	0				
ENSG00000285833	0	0	0	0				
ENSG00000285834	0	0	0	0				
ENSG00000285835	0	0	0	0				
ENSG00000285836	2	1	0	2				
ENSG00000285837	0	0	0	0				
ENSG00000285838	0	0	0	0				
ENSG00000285839	0	0	0	0	0	0	0	0
ENSG00000285840	0	0	0	0				
ENSG00000285841	0	0	0	0				
ENSG00000285842	0	0	0	0				
ENSG00000285843	0	0	0	0	0	0	0	0
ENSG00000285844	0	0	0	0				
ENSG00000285845	0	0	0	0				
ENSG00000285846	0	0	0	0				
ENSG00000285847	0	0	0	0				
ENSG00000285848	0	0	0	0				
ENSG00000285849	1	0	0	0				
ENSG00000285850	0	0	0	0				
ENSG00000285851	10	3	3	4				
ENSG00000285852	0	0	0	0				
ENSG00000285853	2	0	0	0				
ENSG00000285854	0	0	0	0	0	0	0	0
ENSG00000285855	0	0	0	0				
ENSG00000285856	0	0	2	1				
ENSG00000285857	0	1	0	0				
ENSG00000285858	0	0	0	0				
ENSG00000285859	0	0	0	0				
ENSG00000285860	0	0	0	0				
ENSG00000285861	0	0	0	0				
ENSG00000285862	0	0	0	0				
ENSG00000285863	0	0	4	2				
ENSG00000285864	0	0	0	0				
ENSG00000285865	0	0	0	2				
ENSG00000285866	0	0	0	0				
ENSG00000285867	27	43	24	24				
ENSG00000285868	0	0	0	0	0	0	0	0
ENSG00000285869	0	0	0	0				
ENSG00000285870	3	1	2	0				
ENSG00000285871	0	4	0	3				
ENSG00000285872	48	57	42	68				
ENSG00000285873	2	0	0	1				
ENSG00000285875	0	0	0	2				
ENSG00000285876	8	10	23	24				
ENSG00000285877	0	0	0	0				
ENSG00000285878	0	0	0	0				
ENSG00000285879	0	0	0	0				
ENSG00000285880	0	0	0	0	0	0	0	0
ENSG00000285881	0	0	0	0				
ENSG00000285882	0	0	0	0				
ENSG00000285883	0	0	0	0				
ENSG00000285884	0	5	1	2				
ENSG00000285885	0	0	0	0				
ENSG00000285886	3	0	1	0				
ENSG00000285887	8	4	4	1				
ENSG00000285888	0	0	0	0				
ENSG00000285889	0	0	0	0				
ENSG00000285890	0	0	0	0				
ENSG00000285891	0	0	0	0	0	0	0	0
ENSG00000285892	0	0	0	0				
ENSG00000285894	28	18	13	23				
ENSG00000285895	0	0	0	0				
ENSG00000285896	0	0	0	0				
ENSG00000285897	3	0	0	2	0	0	0	0
ENSG00000285898	0	1	0	0				
ENSG00000285899	0	0	0	0				
ENSG00000285900	0	0	0	0				
ENSG00000285901	0	0	0	0	0	0	0	0
ENSG00000285902	0	0	0	0				
ENSG00000285904	0	0	2	0				
ENSG00000285905	10	9	16	3				
ENSG00000285906	0	0	0	0				
ENSG00000285907	1	0	0	0				
ENSG00000285908	0	0	0	0				
ENSG00000285909	0	0	6	0				
ENSG00000285910	0	0	0	0				
ENSG00000285911	0	0	0	0				
ENSG00000285912	0	0	0	0				
ENSG00000285913	0	0	0	0	0	0	0	0
ENSG00000285914	0	0	0	0				
ENSG00000285915	0	0	0	0				
ENSG00000285917	0	0	0	0				
ENSG00000285918	0	0	0	0				
ENSG00000285919	0	0	0	0				
ENSG00000285920	0	0	0	0	0	0	0	0
ENSG00000285921	0	0	0	0				
ENSG00000285922	0	0	0	0				
ENSG00000285923	12	5	13	12				
ENSG00000285925	0	0	0	0				
ENSG00000285926	0	0	0	0				
ENSG00000285927	0	0	0	0				
ENSG00000285928	0	1	0	5				
ENSG00000285929	0	0	0	0				
ENSG00000285930	0	0	0	0				
ENSG00000285931	0	0	0	1				
ENSG00000285932	0	2	0	0	0	0	0	0
ENSG00000285933	0	0	0	0				
ENSG00000285934	0	0	0	0				
ENSG00000285935	1	0	0	0				
ENSG00000285936	0	0	0	0				
ENSG00000285937	0	0	0	0	0	0	0	0
ENSG00000285938	28	16	34	31	5	6	4	3
ENSG00000285939	0	0	0	0				
ENSG00000285940	0	0	0	0				
ENSG00000285941	0	0	0	0				
ENSG00000285942	0	0	0	0	0	0	0	0
ENSG00000285943	0	2	7	4	0	0	0	0
ENSG00000285944	0	0	0	0				
ENSG00000285945	0	0	0	0				
ENSG00000285946	0	0	0	0	0	0	0	0
ENSG00000285947	0	0	0	0	0	0	0	0
ENSG00000285948	0	3	5	3				
ENSG00000285950	0	0	0	0	0	0	0	0
ENSG00000285952	0	0	0	0				
ENSG00000285953	0	0	0	0	0	0	0	0
ENSG00000285954	0	0	0	2				
ENSG00000285955	0	0	0	0				
ENSG00000285956	0	0	0	0				
ENSG00000285957	0	0	0	0				
ENSG00000285958	0	0	0	0				
ENSG00000285959	0	0	0	0				
ENSG00000285960	0	0	0	0				
ENSG00000285961	0	0	0	0				
ENSG00000285963	0	0	0	0				
ENSG00000285964	0	0	0	0				
ENSG00000285966	0	1	0	0				
ENSG00000285967	238	194	205	232				
ENSG00000285968	0	0	0	0				
ENSG00000285969	0	0	0	0				
ENSG00000285970	0	1	1	0				
ENSG00000285971	0	0	0	0				
ENSG00000285972	0	0	0	0				
ENSG00000285973	7	2	2	10				
ENSG00000285974	0	0	1	0				
ENSG00000285975	0	0	0	0	0	0	0	0
ENSG00000285976	717	804	742	1079	185	262	89	129
ENSG00000285977	0	0	0	0				
ENSG00000285978	0	0	0	0	0	0	0	0
ENSG00000285979	45	63	37	55				
ENSG00000285980	0	0	0	0				
ENSG00000285981	0	0	0	0				
ENSG00000285982	0	0	0	0	5	9	0	6
ENSG00000285984	0	0	0	0				
ENSG00000285985	1	2	0	0				
ENSG00000285986	0	0	0	0				
ENSG00000285987	0	0	0	0				
ENSG00000285988	0	0	0	0				
ENSG00000285989	0	0	0	0				
ENSG00000285990	0	0	0	0				
ENSG00000285991	0	0	0	1	0	0	0	0
ENSG00000285992	0	0	0	0				
ENSG00000285993	0	0	0	0				
ENSG00000285994	0	0	0	0				
ENSG00000285996	0	1	0	0				
ENSG00000285997	0	0	0	0				
ENSG00000285998	0	0	0	0				
ENSG00000285999	1	2	2	1				
ENSG00000286000	0	0	0	0				
ENSG00000286001	11	22	18	11	0	0	0	0
ENSG00000286002	0	0	0	0				
ENSG00000286003	0	0	0	0				
ENSG00000286004	25	18	14	20				
ENSG00000286005	0	0	0	0				
ENSG00000286006	0	0	0	0				
ENSG00000286007	0	0	0	0	0	0	0	0
ENSG00000286008	0	0	0	0				
ENSG00000286009	0	0	0	0				
ENSG00000286010	0	0	0	0				
ENSG00000286011	4	7	7	11				
ENSG00000286012	0	0	0	0				
ENSG00000286013	0	0	0	0				
ENSG00000286014	0	0	0	0	0	0	0	0
ENSG00000286015	0	1	0	0	0	0	0	0
ENSG00000286016	0	0	0	0				
ENSG00000286017	0	1	5	7				
ENSG00000286018	13	21	10	20				
ENSG00000286019	0	0	0	0	0	0	0	0
ENSG00000286020	0	0	0	0				
ENSG00000286021	0	0	0	0				
ENSG00000286022	0	0	0	0	0	0	0	0
ENSG00000286023	0	0	0	0				
ENSG00000286024	7	8	6	3				
ENSG00000286025	1	0	0	0	0	0	0	0
ENSG00000286026	0	0	0	0				
ENSG00000286027	0	0	0	0				
ENSG00000286028	0	0	0	0				
ENSG00000286030	0	0	0	0				
ENSG00000286031	0	0	0	1				
ENSG00000286032	6	1	5	4				
ENSG00000286033	2	0	0	1				
ENSG00000286034	0	0	0	0				
ENSG00000286035	2	2	3	6				
ENSG00000286036	0	0	0	0				
ENSG00000286037	0	0	0	0				
ENSG00000286038	0	0	0	0	0	0	0	0
ENSG00000286039	0	0	0	0				
ENSG00000286040	0	0	0	0				
ENSG00000286041	0	0	0	0				
ENSG00000286042	1	3	1	0				
ENSG00000286043	0	0	0	0				
ENSG00000286044	0	0	0	0				
ENSG00000286045	7	9	4	4				
ENSG00000286046	5	7	3	6				
ENSG00000286047	0	0	0	0				
ENSG00000286048	0	0	0	0				
ENSG00000286049	0	0	0	0				
ENSG00000286050	0	0	0	0				
ENSG00000286051	25	17	19	21				
ENSG00000286052	0	0	0	0				
ENSG00000286053	0	0	0	0	0	6	1	0
ENSG00000286054	0	0	0	0				
ENSG00000286055	0	0	0	0				
ENSG00000286056	0	0	0	0				
ENSG00000286057	0	0	0	0				
ENSG00000286058	38	28	33	39				
ENSG00000286059	0	0	0	0				
ENSG00000286060	2	0	0	6				
ENSG00000286061	1	3	0	0				
ENSG00000286062	0	0	0	0				
ENSG00000286063	0	0	0	0				
ENSG00000286064	38	37	23	38				
ENSG00000286065	0	0	0	0				
ENSG00000286066	0	0	0	0				
ENSG00000286067	33	34	22	22				
ENSG00000286068	0	0	0	0				
ENSG00000286069	0	0	0	0				
ENSG00000286070	2	2	2	2	0	0	0	0
ENSG00000286071	0	0	0	0				
ENSG00000286072	0	0	0	0				
ENSG00000286073	0	0	0	0				
ENSG00000286074	0	2	1	2				
ENSG00000286075	0	0	0	0	0	0	1	1
ENSG00000286076	0	0	0	0				
ENSG00000286077	0	0	0	0				
ENSG00000286078	0	0	0	0				
ENSG00000286079	0	0	0	0	0	0	0	0
ENSG00000286080	0	0	0	0				
ENSG00000286081	0	0	0	0				
ENSG00000286082	1	0	0	0				
ENSG00000286083	0	0	0	0				
ENSG00000286084	3	2	3	3				
ENSG00000286085	0	0	0	0				
ENSG00000286086	13	7	7	6				
ENSG00000286087	0	0	0	0				
ENSG00000286088	0	0	0	0	0	0	0	0
ENSG00000286089	0	0	0	0				
ENSG00000286090	0	0	0	0				
ENSG00000286091	0	0	0	0				
ENSG00000286092	1	0	2	0				
ENSG00000286093	0	0	0	0				
ENSG00000286094	0	1	0	0	0	0	0	0
ENSG00000286095	2	1	0	2	0	0	0	0
ENSG00000286096	0	0	0	0				
ENSG00000286097	0	0	0	0				
ENSG00000286098	0	0	0	0	0	0	0	0
ENSG00000286099	12	15	11	24				
ENSG00000286100	0	0	0	0				
ENSG00000286101	0	0	0	0				
ENSG00000286102	0	0	0	0	0	0	0	0
ENSG00000286103	0	0	0	0				
ENSG00000286104	3	0	1	0				
ENSG00000286105	0	0	0	0	0	0	0	0
ENSG00000286106	0	0	0	0	0	0	0	0
ENSG00000286107	0	2	0	0				
ENSG00000286108	0	0	1	2				
ENSG00000286109	0	0	0	0				
ENSG00000286110	0	0	0	0				
ENSG00000286111	0	0	0	0				
ENSG00000286112	2	2	2	4	0	0	0	0
ENSG00000286113	0	0	1	0				
ENSG00000286114	0	0	0	0				
ENSG00000286115	3	0	1	0				
ENSG00000286116	0	0	0	0				
ENSG00000286117	0	0	0	0				
ENSG00000286118	0	1	2	0				
ENSG00000286119	0	0	0	0				
ENSG00000286120	0	0	0	0				
ENSG00000286121	0	0	0	0				
ENSG00000286122	0	0	0	2				
ENSG00000286123	2	0	2	0				
ENSG00000286124	0	0	0	0				
ENSG00000286125	1	1	8	5				
ENSG00000286126	0	0	0	0				
ENSG00000286127	0	0	0	0				
ENSG00000286128	0	0	0	0				
ENSG00000286129	20	30	27	28				
ENSG00000286130	0	0	0	0				
ENSG00000286131	0	0	0	0	0	0	0	0
ENSG00000286132	0	0	0	0	0	0	0	0
ENSG00000286133	0	0	0	0				
ENSG00000286134	1	1	0	2				
ENSG00000286135	0	0	0	0	0	0	0	0
ENSG00000286136	12	2	9	14				
ENSG00000286137	0	0	0	0	0	0	0	0
ENSG00000286138	7	8	8	11				
ENSG00000286140	0	0	0	0	29	67	82	93
ENSG00000286141	0	0	0	0				
ENSG00000286142	0	0	0	0				
ENSG00000286143	0	0	0	0	0	0	0	0
ENSG00000286144	1	0	0	0				
ENSG00000286145	1	1	3	1				
ENSG00000286146	2	0	0	0				
ENSG00000286147	0	0	0	0				
ENSG00000286148	0	0	0	0				
ENSG00000286149	0	1	1	0				
ENSG00000286150	0	0	0	0				
ENSG00000286151	0	0	0	0				
ENSG00000286152	1	0	0	1				
ENSG00000286153	0	0	0	0				
ENSG00000286154	0	0	0	0				
ENSG00000286155	0	0	0	0				
ENSG00000286156	82	73	54	54				
ENSG00000286157	0	0	0	0				
ENSG00000286158	6	1	3	1				
ENSG00000286159	0	0	0	0				
ENSG00000286160	0	0	0	0				
ENSG00000286161	5	3	2	0				
ENSG00000286162	7	11	10	7				
ENSG00000286163	1	1	0	0				
ENSG00000286164	0	0	0	0				
ENSG00000286165	0	0	0	0	0	0	0	0
ENSG00000286167	0	0	0	0				
ENSG00000286168	1	0	2	4				
ENSG00000286169	4	12	10	6	0	0	0	0
ENSG00000286170	0	0	0	0				
ENSG00000286171	0	0	0	0				
ENSG00000286172	0	0	1	2				
ENSG00000286173	0	0	0	0				
ENSG00000286174	0	0	0	0				
ENSG00000286175	0	0	0	0	0	0	0	0
ENSG00000286176	2	2	0	0				
ENSG00000286177	3	9	4	1				
ENSG00000286178	0	0	0	0				
ENSG00000286179	0	0	0	0				
ENSG00000286180	1	1	2	1				
ENSG00000286181	4	1	0	3				
ENSG00000286182	0	0	0	0				
ENSG00000286183	0	0	0	0				
ENSG00000286185	0	0	0	0	0	0	0	0
ENSG00000286186	1	1	0	1				
ENSG00000286187	0	0	0	0				
ENSG00000286188	0	0	0	0				
ENSG00000286189	0	0	0	0				
ENSG00000286190	3	3	1	0	0	0	0	0
ENSG00000286191	0	0	0	0				
ENSG00000286192	0	0	0	0	0	0	0	0
ENSG00000286193	10	11	15	12				
ENSG00000286194	1	0	0	0				
ENSG00000286195	0	0	0	0				
ENSG00000286196	0	0	0	0				
ENSG00000286197	0	0	0	0				
ENSG00000286198	0	1	0	0				
ENSG00000286199	0	0	0	0				
ENSG00000286201	0	0	0	0				
ENSG00000286202	0	0	0	0				
ENSG00000286203	0	0	0	0				
ENSG00000286204	0	0	0	0				
ENSG00000286205	3	1	1	6				
ENSG00000286206	0	0	0	0				
ENSG00000286207	10	7	15	10				
ENSG00000286208	16	10	16	21				
ENSG00000286209	0	0	0	0				
ENSG00000286210	0	0	0	0				
ENSG00000286211	0	0	0	0				
ENSG00000286212	1	2	0	0				
ENSG00000286213	0	0	0	0				
ENSG00000286214	0	1	0	0				
ENSG00000286215	0	0	0	0				
ENSG00000286216	2	3	0	0				
ENSG00000286217	0	0	0	0				
ENSG00000286218	0	0	0	0				
ENSG00000286219	0	0	4	0	0	0	0	0
ENSG00000286220	0	0	0	0				
ENSG00000286221	0	0	0	0	0	0	0	0
ENSG00000286222	0	0	0	0				
ENSG00000286223	2	3	6	2				
ENSG00000286224	0	0	0	0	0	1	1	0
ENSG00000286225	0	0	0	0				
ENSG00000286226	0	0	0	0				
ENSG00000286227	0	0	0	0				
ENSG00000286228	0	0	0	0	0	0	0	0
ENSG00000286229	0	0	0	0				
ENSG00000286230	3	5	1	3				
ENSG00000286231	0	0	0	0	0	0	0	0
ENSG00000286232	0	0	0	0				
ENSG00000286233	0	0	0	0				
ENSG00000286234	1	1	1	0				
ENSG00000286235	0	0	0	0	0	0	0	0
ENSG00000286236	0	0	0	0				
ENSG00000286237	0	0	0	0	0	0	0	0
ENSG00000286238	0	0	0	0				
ENSG00000286239	0	0	0	1	0	0	0	0
ENSG00000286240	1	1	2	2				
ENSG00000286241	0	0	0	0				
ENSG00000286242	3	0	1	2				
ENSG00000286243	0	0	0	0				
ENSG00000286244	0	5	5	2				
ENSG00000286245	0	0	2	2				
ENSG00000286246	0	0	0	0				
ENSG00000286247	0	0	0	0				
ENSG00000286248	0	0	0	0				
ENSG00000286249	0	0	0	0				
ENSG00000286250	0	0	0	0				
ENSG00000286251	0	0	0	0				
ENSG00000286252	0	0	0	0				
ENSG00000286253	0	0	0	0				
ENSG00000286254	0	0	0	0				
ENSG00000286255	0	0	0	0				
ENSG00000286256	0	0	0	0				
ENSG00000286257	7	1	8	7				
ENSG00000286258	0	0	0	0				
ENSG00000286259	0	0	3	1				
ENSG00000286260	0	0	0	0				
